    2.00     0.00     0.00     0.00     0.00     0.00     0.00
    4.00     0.00     0.00     1.00     0.00     0.00     0.00
    6.00     0.00     0.00     0.00     0.00     0.00     0.00
    8.00     0.00     0.00     0.00     0.00     0.00     0.00
   10.00     0.00     0.00     0.00     0.00     0.00     0.00
   12.00     0.00     0.00     0.00     0.00     0.00     0.00
   14.00     0.00     0.00     0.00     0.00     0.00     0.00
   16.00     0.00     0.00     0.00     0.00     0.00     1.00
   18.00     0.00     1.00     0.00     0.00     0.00     2.00
   20.00     0.00     0.00     1.00     0.00     0.00     2.00
   22.00     0.00     0.00     1.00     0.00     0.00     0.00
   24.00     0.00     0.00     1.00     0.00     0.00     3.00
   26.00     0.00     2.00     8.00     0.00     1.00     4.00
   28.00     0.00     2.00     6.00     0.00     3.00    15.00
   30.00     1.00     1.00     6.00     0.00     2.00    14.00
   32.00     2.00     3.00    10.00     0.00     6.00    11.00
   34.00     1.00     4.00    12.00     0.00     1.00    19.00
   36.00     1.00     2.00     9.00     0.00     1.00     8.00
   38.00     1.00     2.00    16.00     0.00     2.00    12.00
   40.00     0.00     5.00    15.00     0.00     8.00    19.00
   42.00     0.00     6.00    15.00     1.00     4.00     8.00
   44.00     0.00     6.00     9.00     0.00     3.00    12.00
   46.00     0.00     4.00    10.00     0.00     5.00     3.00
   48.00     0.00     6.00    14.00     0.00     2.00     8.00
   50.00     0.00     3.00    11.00     0.00     3.00    11.00
   52.00     0.00     4.00    12.00     2.00     2.00     3.00
   54.00     0.00     1.00    12.00     0.00     0.00     9.00
   56.00     1.00     5.00     9.00     0.00     5.00    13.00
   58.00     0.00     4.00    11.00     0.00     4.00    17.00
   60.00     0.00     7.00    22.00     0.00     9.00    16.00
   62.00     0.00     6.00    17.00     0.00    13.00    10.00
   64.00     1.00    12.00    25.00     1.00     7.00    15.00
   66.00     2.00     6.00    33.00     0.00     8.00    17.00
   68.00     2.00    10.00    59.00     1.00    13.00    21.00
   70.00     2.00    22.00   106.00     0.00     8.00    16.00
   72.00     2.00    26.00   169.00     0.00    10.00    16.00
   74.00     5.00    20.00   295.00     1.00     5.00    20.00
   76.00    11.00    33.00   506.00     2.00    10.00    13.00
   78.00     2.00    48.00   730.00     2.00     9.00    17.00
   80.00     9.00    59.00  1047.00     1.00    11.00    16.00
   82.00    14.00    68.00  1316.00     0.00    19.00    18.00
   84.00     8.00    91.00  1610.00     1.00    19.00    26.00
   86.00    19.00   105.00  1881.00     0.00    48.00    31.00
   88.00    19.00   116.00  2147.00     3.00    69.00    37.00
   90.00    19.00   108.00  2185.00     5.00   118.00    36.00
   92.00    18.00   104.00  2161.00     7.00   226.00    41.00
   94.00    21.00   120.00  1932.00     9.00   300.00    54.00
   96.00     7.00    96.00  1816.00    10.00   408.00    56.00
   98.00    13.00   104.00  1625.00     7.00   493.00    62.00
  100.00    16.00    64.00  1294.00    10.00   547.00    74.00
  102.00     9.00    71.00  1033.00    15.00   460.00    65.00
  104.00     8.00    57.00   836.00     5.00   430.00    64.00
  106.00     5.00    45.00   618.00     8.00   347.00    50.00
  108.00     9.00    35.00   458.00    11.00   306.00    40.00
  110.00     4.00    41.00   377.00     5.00   216.00    32.00
  112.00     4.00    32.00   215.00     4.00   175.00    40.00
  114.00     3.00    27.00   154.00     4.00   163.00    27.00
  116.00     8.00    24.00   142.00     8.00   167.00    38.00
  118.00     5.00    27.00    98.00     7.00   259.00    39.00
  120.00     7.00    29.00    71.00    11.00   303.00    40.00
  122.00     4.00    21.00    55.00    14.00   443.00    46.00
  124.00     2.00    18.00    53.00    14.00   566.00    54.00
  126.00     3.00    16.00    36.00    20.00   696.00    52.00
  128.00     2.00    12.00    50.00    25.00   780.00    74.00
  130.00     6.00    16.00    23.00    24.00   762.00    74.00
  132.00     3.00    14.00    27.00    22.00   800.00    68.00
