   141        39.254        40.758      18.422      2       6 
   142        41.999        48.533      16.861      2       6 
   143        32.527        47.439      26.359      2       6 
   144        36.550        44.379      16.245      2       6 
   145        40.712        46.208      20.512      2       6 
   146        31.826        51.834      28.937      2       6 
   147        24.831        49.657      28.109      2       6 
   148        33.547        51.007      34.762      2       6 
   149        37.871        43.243      18.468      2       6 
   150        32.033        50.075      26.425      2       6 
   151        41.263        48.036      26.328      2       6 
   152        35.788        46.430      21.536      2       6 
   153        39.497        46.770      13.386      2       6 
   154        33.149        44.890      22.281      2       6 
   155        31.530        53.062      34.107      2       6 
   156        44.071        43.915      21.378      2       6 
   157        43.176        50.645      16.353      2       6 
   158        36.769        44.327      25.407      2       6 
   159        40.007        51.877      28.437      2       6 
   160        48.683        46.271      14.749      2       6 
   161        40.920        50.478      24.655      2       6 
   162        41.096        45.845      16.244      2       6 
   163        38.918        45.174      21.276      2       6 
   164        40.197        46.605      22.692      2       6 
   165        31.373        44.195      26.990      2       6 
   166        32.861        46.824      23.380      2       6 
   167        30.657        47.066      22.867      2       6 
   168        28.860        48.332      24.210      2       6 
   169        44.965        47.085      18.284      2       6 
   170        42.380        50.011      29.703      2       6 
   171        38.079        41.942      16.134      2       6 
   172        35.917        49.047      16.192      2       6 
   173        46.310        45.061      18.097      2       6 
   174        49.518        43.050      18.116      2       6 
   175        45.446        48.416      25.417      2       6 
   176        31.573        48.258      34.586      2       6 
   177        42.958        50.875      23.345      2       6 
   178        31.700        52.226      31.232      2       6 
   179        43.822        45.693      19.764      2       6 
   180        46.692        47.482      16.555      2       6 
   181        40.758        44.558      14.281      2       6 
   182        28.298        47.103      26.092      2       6 
   183        37.912        49.647      14.834      2       6 
   184        38.953        48.602      23.713      2       6 
   185        40.620        41.267      23.555      2       6 
   186        43.132        49.266      25.337      2       6 
