 0.02  0.00  0.00  0.00  
 0.04  0.00  0.00  0.00  
 0.06  0.00  0.00  0.00  
 0.08  0.00  0.00  0.00  
 0.10  0.00  0.00  0.00  
 0.12  0.00  0.00  0.00  
 0.14  0.00  0.00  0.00  
 0.16  0.00  0.00  0.00  
 0.18  0.00  0.00  0.00  
 0.20  0.00  0.00  0.00  
 0.22  0.00  0.00  0.00  
 0.24  0.00  0.00  0.00  
 0.26  0.00  0.00  0.00  
 0.28  0.00  0.00  0.00  
 0.30  0.00  0.00  0.00  
 0.32  0.00  0.00  0.00  
 0.34  0.00  0.00  0.00  
 0.36  0.00  0.00  0.00  
 0.38  0.00  0.00  0.00  
 0.40  0.00  0.00  0.00  
 0.42  0.00  0.00  0.00  
 0.44  0.00  0.00  0.00  
 0.46  0.00  0.00  0.00  
 0.48  0.00  0.00  0.00  
 0.50  0.00  0.00  0.00  
 0.52  0.00  0.00  0.00  
 0.54  0.00  0.00  0.00  
 0.56  0.00  0.00  0.00  
 0.58  0.00  0.00  0.00  
 0.60  0.00  0.00  0.00  
 0.62  0.00  0.00  0.00  
 0.64  0.00  0.00  0.00  
 0.66  0.00  0.00  0.00  
 0.68  0.00  0.00  0.00  
 0.70  0.00  0.00  0.00  
 0.72  0.00  0.00  0.00  
 0.74  0.00  0.00  0.00  
 0.76  0.00  0.00  0.00  
 0.78  0.00  0.00  0.00  
 0.80  0.00  0.00  0.00  
 0.82  0.00  0.00  0.00  
 0.84  0.00  0.00  0.00  
 0.86  0.00  0.00  0.00  
 0.88  0.00  0.00  0.00  
 0.90  0.00  0.00  0.00  
 0.92  0.00  0.00  0.00  
 0.94  0.00  0.00  0.00  
 0.96  0.00  0.00  0.00  
 0.98  0.00  0.00  0.00  
 1.00  0.00  0.00  0.00  
 1.02  0.00  0.00  0.00  
 1.04  0.00  0.00  0.00  
 1.06  0.00  0.00  0.00  
 1.08  0.00  0.00  0.00  
 1.10  0.00  0.00  0.00  
 1.12  0.00  0.00  0.00  
 1.14  0.00  0.00  0.00  
 1.16  0.00  0.00  0.00  
 1.18  0.00  0.00  0.00  
 1.20  0.00  0.00  0.00  
 1.22  0.00  0.00  0.00  
 1.24  0.00  0.00  0.00  
 1.26  0.00  0.00  0.00  
 1.28  0.00  0.01  0.00  
 1.30  0.00  0.00  0.00  
 1.32  0.00  0.00  0.00  
 1.34  0.00  0.01  0.00  
 1.36  0.00  0.04  0.00  
 1.38  0.00  0.06  0.00  
 1.40  0.00  0.18  0.00  
 1.42  0.00  0.36  0.00  
 1.44  0.00  0.58  0.00  
 1.46  0.00  1.06  0.00  
 1.48  0.00  1.45  0.00  
 1.50  0.00  2.44  0.00  
 1.52  0.00  3.06  0.00  
 1.54  0.00  3.93  0.00  
 1.56  0.00  4.54  0.00  
 1.58  0.00  5.31  0.00  
 1.60  0.00  5.86  0.00  
 1.62  0.00  5.86  0.00  
 1.64  0.00  5.87  0.00  
 1.66  0.00  5.60  0.00  
 1.68  0.00  5.50  0.00  
 1.70  0.00  4.93  0.00  
 1.72  0.00  4.68  0.00  
 1.74  0.00  4.09  0.00  
 1.76  0.00  3.60  0.00  
 1.78  0.00  3.18  0.00  
 1.80  0.00  2.72  0.00  
 1.82  0.00  2.29  0.01  
 1.84  0.00  1.95  0.00  
 1.86  0.00  1.95  0.01  
 1.88  0.00  1.49  0.00  
 1.90  0.00  1.15  0.02  
 1.92  0.00  1.09  0.02  
 1.94  0.00  0.98  0.02  
 1.96  0.00  0.83  0.03  
 1.98  0.00  0.75  0.04  
 2.00  0.00  0.65  0.06  
 2.02  0.00  0.64  0.12  
 2.04  0.00  0.48  0.15  
 2.06  0.00  0.45  0.17  
 2.08  0.00  0.40  0.21  
 2.10  0.00  0.35  0.28  
 2.12  0.00  0.39  0.39  
 2.14  0.00  0.33  0.41  
 2.16  0.00  0.33  0.57  
 2.18  0.00  0.27  0.61  
 2.20  0.00  0.24  0.73  
 2.22  0.00  0.28  0.84  
 2.24  0.01  0.26  0.90  
 2.26  0.01  0.27  1.03  
 2.28  0.01  0.21  1.21  
 2.30  0.02  0.25  1.28  
 2.32  0.03  0.21  1.36  
 2.34  0.03  0.21  1.60  
 2.36  0.08  0.23  1.62  
 2.38  0.07  0.20  1.80  
 2.40  0.07  0.19  1.98  
 2.42  0.14  0.20  1.98  
 2.44  0.17  0.24  2.10  
 2.46  0.22  0.23  2.18  
 2.48  0.21  0.20  2.15  
 2.50  0.31  0.23  2.29  
 2.52  0.29  0.19  2.31  
 2.54  0.42  0.23  2.31  
 2.56  0.43  0.27  2.28  
